Id,SalePrice
1461,130651.93119173401
1462,165256.90423370834
1463,186574.14170378714
1464,182638.82884117487
1465,193582.2251303915
1466,174094.5009328146
1467,178677.34926977317
1468,172910.28985558395
1469,185445.14300439553
1470,124180.95274676144
1471,169724.61457860848
1472,96350.35188075178
1473,100544.75437947972
1474,153609.3665994303
1475,124685.53603791393
1476,369890.4633444336
1477,254545.9628334264
1478,281224.98972434114
1479,269383.8691757113
1480,495168.3334444101
1481,323929.57274062565
1482,207238.3832244689
1483,190306.9399288413
1484,157346.09261764918
1485,177529.80206114365
1486,198895.18617682508
1487,313588.7977580428
1488,240605.00698845132
1489,211636.63108752324
1490,214194.0399635644
1491,186437.3503614749
1492,87275.43219776702
1493,177992.70037810566
1494,294969.93512464035
1495,294250.5644414986
1496,225008.97153489463
1497,185776.2647987088
1498,160997.26987768718
1499,158866.037504754
1500,157894.5655799406
1501,176740.34649899378
1502,134906.3717695987
1503,288222.6162325263
1504,243326.90303127412
1505,216794.9373574284
1506,180591.06980929975
1507,257268.03380242205
1508,190046.29346241924
1509,155414.2478647605
1510,152932.02358516734
1511,144216.31430315442
1512,173081.9372783556
1513,139570.2514616571
1514,158958.24912196476
1515,177664.38902479873
1516,139863.95143961333
1517,162681.4680396046
1518,130473.70669673358
1519,224103.83894059595
1520,135838.165619012
1521,139090.09248739513
1522,155086.1694987522
1523,122325.03571784477
1524,126701.405968381
1525,128449.2788227657
1526,122312.13222448097
1527,110535.37031425252
1528,141047.45999605345
1529,148710.39820694108
1530,172112.69194080535
1531,109430.25967763251
1532,96090.09554764735
1533,151041.7317100336
1534,122512.75171413046
1535,156348.90576611212
1536,114372.62149442981
1537,71491.04959855779
1538,142252.6072021183
1539,148494.05032095878
1540,95543.00280923466
1541,140512.4688878308
1542,142648.6669486884
1543,227156.27547728925
1544,72404.68989916437
1545,105958.75792204063
1546,131552.03656670876
1547,135691.1841752165
1548,137792.31339747642
1549,114853.3834757673
1550,132231.05784111712
1551,114207.28988689644
1552,129210.56256101812
1553,160157.02581728963
1554,121795.97986406863
1555,162775.7042120558
1556,79464.05476052691
1557,133506.48741682028
1558,92075.06803882877
1559,88973.89065047969
1560,127753.77517014674
1561,132183.6987997645
1562,134956.64871512493
1563,122873.1789121757
1564,167910.23729922096
1565,151430.0852484631
1566,226794.99691517177
1567,75133.0521118457
1568,241468.051651235
1569,130439.64253922147
1570,139956.61985584046
1571,117554.89396475254
1572,148701.38973816563
1573,244351.60857938806
1574,117084.57360982681
1575,214815.48849902643
1576,218502.610952993
1577,187014.8475978168
1578,138233.8353776815
1579,144871.3574978749
1580,186130.87189365347
1581,144971.85306549256
1582,125769.00620224148
1583,333280.3335197728
1584,221924.76717697157
1585,141628.64776162637
1586,65873.5720884736
1587,98367.61268018764
1588,150963.58415142054
1589,111303.43759865456
1590,130461.92104322634
1591,102026.77077478828
1592,122219.80938492816
1593,124854.5990199429
1594,130084.40319017184
1595,123925.7021977045
1596,232555.58592456367
1597,173378.20690307464
1598,191393.36748869327
1599,161614.00867539545
1600,160300.78893557357
1601,59430.08305262471
1602,112467.09580562427
1603,87175.9505955168
1604,256506.78237267805
1605,250173.56506444523
1606,175965.8917370551
1607,185093.07629837614
1608,210751.17240741558
1609,183376.88437290318
1610,154114.56798906924
1611,143827.77895125202
1612,176891.29944360896
1613,164474.18299508136
1614,125436.920088641
1615,82949.84160391249
1616,79038.48349244359
1617,84976.67334786642
1618,132445.20912088864
1619,149410.15339913592
1620,177660.0367420282
1621,146250.08768674257
1622,152153.05759797993
1623,305544.7536313473
1624,217637.3094307781
1625,129711.54357548857
1626,162891.40271652228
1627,190800.90034073367
1628,273523.3125458237
1629,180943.61996389
1630,440444.16527713055
1631,223126.06936125466
1632,234414.24567992197
1633,171837.09879624716
1634,185180.782041314
1635,180533.36180181074
1636,155823.43186887456
1637,182710.70499430125
1638,187274.902566639
1639,180591.5976423439
1640,255877.51131371173
1641,176487.415529052
1642,228473.92701427624
1643,222097.28407407165
1644,241012.0362898303
1645,184684.34551494074
1646,164952.44533087997
1647,159492.698749939
1648,131264.27611981338
1649,136408.4839356514
1650,113161.50878710962
1651,123068.15354240427
1652,93744.14278065258
1653,102154.2892166067
1654,151794.96386552203
1655,147841.96398342875
1656,144546.19508754104
1657,148274.43202386698
1658,150261.65136551685
1659,133459.0748335621
1660,142914.82395550053
1661,460324.7160922025
1662,344780.3386878254
1663,344206.84450239746
1664,475474.94699492055
1665,316169.7742055438
1666,345227.2874484226
1667,375403.0148008389
1668,333992.4202083057
1669,294641.55068882875
1670,323057.8932824164
1671,269920.4862465141
1672,455034.42923191044
1673,286827.13338370295
1674,248115.68476632083
1675,196824.5783795302
1676,197428.17496781287
1677,218128.94743655226
1678,478213.5472845595
1679,384618.149683838
1680,329771.8187586557
1681,273911.12126834923
1682,312439.69451623224
1683,184267.97985913345
1684,165155.30186568902
1685,174061.97408836058
1686,166847.51358143438
1687,166793.43246577744
1688,184947.27990964643
1689,182769.26568069353
1690,184316.5061332358
1691,182804.35929314554
1692,247723.99676929534
1693,170612.1874338493
1694,185049.46665068014
1695,167912.1965851175
1696,257805.42085471016
1697,171467.5053733239
1698,335832.2237814833
1699,317827.2439555529
1700,251462.13768443678
1701,281806.9134118388
1702,253915.48610667893
1703,250457.4291123298
1704,275113.26695952954
1705,240613.3471273344
1706,463054.47508951084
1707,218915.88895296122
1708,209972.3115773203
1709,273787.5012487174
1710,228793.32493638163
1711,248908.3710648802
1712,277844.527534227
1713,270364.6855246616
1714,222151.30366265905
1715,207637.48353670503
1716,186763.6862229936
1717,170623.28726972133
1718,143495.84962818652
1719,205616.14967448878
1720,242812.63233151753
1721,151570.39519130863
1722,138944.65237912105
1723,159715.3797092282
1724,215621.98418574018
1725,232384.8230941541
1726,181849.41161158617
1727,159858.24523173613
1728,178457.36593433906
1729,165788.630507277
1730,149038.63563562886
1731,123732.14891833505
1732,131480.2178875166
1733,119662.73842371197
1734,120912.97738237983
1735,132881.7258239817
1736,123556.8968740788
1737,346556.97550337
1738,222876.0336319088
1739,293982.8094966355
1740,220845.68152873346
1741,196110.28134763683
1742,176177.23954033494
1743,172629.78284085737
1744,322476.10336575116
1745,229794.74232738712
1746,202798.69341334683
1747,208417.89365602794
1748,229161.21699905014
1749,162811.78176663938
1750,135081.12061063357
1751,236608.33783413892
1752,126453.65262096212
1753,132508.306857206
1754,194680.7859934015
1755,179190.30749125258
1756,132486.18630482059
1757,123111.71857811142
1758,138428.0053959853
1759,151415.80387833525
1760,176575.91853750194
1761,145391.22912741028
1762,166729.81344227857
1763,165440.239432913
1764,115875.65978589401
1765,167375.158865089
1766,168336.1296797346
1767,232342.45921736455
1768,146926.6766024316
1769,186846.8395077247
1770,154884.8767506585
1771,147464.89585113933
1772,145525.35293718372
1773,136547.48349754274
1774,142669.40854081098
1775,142630.3411715175
1776,129204.95463551726
1777,110676.82508501581
1778,136506.0148781408
1779,105182.50076947808
1780,164147.5186159007
1781,133033.77318631334
1782,84974.5303514252
1783,145752.56825935468
1784,111089.823299068
1785,120429.32616570205
1786,129704.57044017935
1787,162380.48400660054
1788,60770.173043039205
1789,107248.79168072114
1790,72438.03190310126
1791,201855.5163532387
1792,166497.56570945817
1793,140276.37702258572
1794,144083.2290875069
1795,142615.99967268005
1796,115219.77650016213
1797,129419.05838719898
1798,125972.54322808982
1799,122512.91183347428
1800,132785.78859405807
1801,135685.78684106978
1802,124943.71789002286
1803,141377.98063710536
1804,141607.49163535205
1805,136415.442478861
1806,133804.7361513936
1807,126279.25622621419
1808,112755.46588276759
1809,116676.2278047932
1810,142710.80695510175
1811,103556.83170634806
1812,110310.98283976056
1813,114364.76140263413
1814,93736.964170255
1815,56837.44876749635
1816,98227.559369783
1817,99705.725809725
1818,139267.518771877
1819,130834.70456815089
1820,64786.32720428324
1821,107097.59204124223
1822,153176.1615973031
1823,65304.85774632943
1824,139370.87097687033
1825,139285.6776856324
1826,98225.05869927758
1827,98772.32932317053
1828,135746.66584374907
1829,111615.20157471573
1830,133989.5847057803
1831,138622.73572018385
1832,99714.97333598726
1833,131593.6470957412
1834,122661.18400102355
1835,128890.66863595387
1836,131459.29847585206
1837,85715.4608619129
1838,128397.57786796626
1839,100952.59039593587
1840,169229.3750321071
1841,149090.05403437142
1842,80881.92563044402
1843,141674.81040855803
1844,134661.95607717766
1845,136458.61007549736
1846,152669.05923390976
1847,153903.91191331184
1848,57602.32546951033
1849,110603.55411401582
1850,120357.03989281582
1851,157462.48103617548
1852,115061.63541689087
1853,135435.47917570797
1854,158760.9201893097
1855,146446.70992747607
1856,221003.1842882899
1857,135056.52021381477
1858,147734.16432413817
1859,116592.25030284595
1860,153245.3650946614
1861,112082.97206268489
1862,309636.6825668911
1863,308602.43940379063
1864,308602.43940379063
1865,326781.3601945353
1866,329119.21631754196
1867,245597.1557565566
1868,307930.0262163666
1869,206526.90134676197
1870,221000.9489080621
1871,245396.66386881165
1872,167838.45191533607
1873,250384.00452627367
1874,141734.7158228169
1875,191188.75575243187
1876,196053.5271096207
1877,207329.294148377
1878,211684.52275265593
1879,136086.91473439167
1880,132623.84715984468
1881,235466.42127508426
1882,246003.87200808234
1883,197071.50764149104
1884,210223.43620084546
1885,252473.18890366724
1886,300307.55140154087
1887,201381.72187856704
1888,270019.9822184988
1889,159657.31726749713
1890,121202.86196785411
1891,142170.8534313637
1892,114605.85069505911
1893,139041.73302810293
1894,124482.86846118257
1895,137192.37520421747
1896,128092.31197433494
1897,106698.73375312623
1898,112315.39375788409
1899,153873.68901553887
1900,146519.09151565377
1901,157180.08706776993
1902,156946.4817069016
1903,235569.79268531097
1904,143527.63733168071
1905,182974.8980155184
1906,172276.44005603314
1907,201427.77275801369
1908,107057.92909763212
1909,136079.64601291798
1910,121183.105603546
1911,207459.1592703408
1912,306140.64496710966
1913,136350.73373372617
1914,68071.7189395401
1915,275125.72694918833
1916,62818.36793725605
1917,248680.69303059953
1918,144873.24453264984
1919,183453.6779951847
1920,137325.42738110034
1921,448375.78524032
1922,314378.19273579813
1923,216466.18774500745
1924,244914.06709319007
1925,199394.55115872662
1926,370639.2905429757
1927,133822.92730390068
1928,157718.1645120506
1929,130063.08537844472
1930,127957.99739836848
1931,145127.86652991216
1932,142978.54618131384
1933,163040.87402398375
1934,177714.51230386153
1935,172586.31325291397
1936,182139.362843312
1937,181602.05983980236
1938,172842.87433986014
1939,242903.2585283828
1940,189841.67199659473
1941,174422.30701733605
1942,185678.94858620077
1943,211556.31199266182
1944,329773.44865225506
1945,379858.520310758
1946,171810.68904665386
1947,315835.6529810583
1948,184549.32840839744
1949,252808.3423489464
1950,178380.14911941232
1951,247324.61873118993
1952,226273.41887695546
1953,172040.6936797309
1954,180531.20372953513
1955,136381.0352413881
1956,282737.91558540263
1957,153177.32853107387
1958,316559.50095167867
1959,136390.3881133902
1960,115914.59918986974
1961,121244.87772230808
1962,100610.36799151848
1963,107410.55768591745
1964,116835.7816321286
1965,146394.7568105093
1966,138536.32034760737
1967,294246.384911433
1968,472072.49147632316
1969,381115.24428306456
1970,461507.77930145105
1971,486869.9521870157
1972,377847.83882429334
1973,256258.17540639793
1974,320636.41625857103
1975,498235.699137896
1976,265179.65378412924
1977,331877.1801529476
1978,342299.95999784785
1979,336234.2657804174
1980,195223.95347926446
1981,343818.5038515688
1982,239648.95704461532
1983,216352.38468327583
1984,168240.64547597093
1985,220368.9696064521
1986,167771.55003194022
1987,167398.48204882498
1988,175192.01856288442
1989,191177.06281968244
1990,217951.71117332092
1991,239696.51068038566
1992,213145.07754437823
1993,169287.13206052524
1994,234983.85554318634
1995,178275.61213293814
1996,258671.99658328437
1997,301017.4262929201
1998,337634.41721876425
1999,246551.9764978747
2000,308801.24241865147
2001,258891.367703607
2002,236672.3625668495
2003,242104.45790170922
2004,273752.9486376886
2005,229581.40007207263
2006,234934.5755314969
2007,241635.27273524573
2008,212292.15686603548
2009,195099.34605624102
2010,181902.75542476043
2011,148349.56422417465
2012,166213.10698182485
2013,178564.0194992842
2014,188037.90134029763
2015,193672.82914135288
2016,197387.6798934614
2017,196360.1399756253
2018,124576.62614600397
2019,137426.28501669673
2020,112056.6466889314
2021,117217.87107615301
2022,186516.93082247785
2023,154033.61549816132
2024,250403.79808393453
2025,433687.47644811065
2026,172832.38373292488
2027,156165.050527024
2028,149442.4832173922
2029,175825.3683631709
2030,285169.1961083057
2031,260284.3623119985
2032,272194.9158922246
2033,268424.40387685003
2034,171585.64652940806
2035,217741.8491099033
2036,195555.53472817596
2037,195738.11007098807
2038,319692.97490086587
2039,211050.19809876132
2040,331152.9847977949
2041,285919.51664840424
2042,201812.36828536846
2043,171023.0092589526
2044,163142.48051898525
2045,234555.30326404254
2046,133068.22151437425
2047,144292.22466630142
2048,136300.04214587182
2049,128917.88399173832
2050,175323.1239771234
2051,98115.66567234536
2052,136891.66709652936
2053,145724.52380982193
2054,86592.0656092123
2055,158755.76029306054
2056,140137.02997407567
2057,115777.688727327
2058,225931.845551095
2059,137128.01215952373
2060,173539.14876577718
2061,164612.5725392117
